iso-date,tmin,tavg,tmax,precip,globrad,wind,relhumid,vaporpress,dewpoint_temp,relhumid_tmin,relhumid_tmax
-,°C,°C,°C,mm ,MJ m-2,m s-1,%,kPa,Â°C,% 0-100,% 0-100
2019-01-01,3.6,6.8,9,2.1,1.26,8,79,999.9,999.9,999.9,999.9
2019-01-02,-2.1,1.9,4.1,0.4,2.115,5.65,65.38,999.9,999.9,999.9,999.9
2019-01-03,-4.8,-1,1.6,0.2,2.1,3.55,81.04,999.9,999.9,999.9,999.9
2019-01-04,-5.1,0.9,4.5,2.8,0.555,4.1,90.25,999.9,999.9,999.9,999.9
2019-01-05,1.4,5,6.6,0.2,1.49,3.7,88.75,999.9,999.9,999.9,999.9
2019-01-06,0.8,1.8,2.8,0,1.455,1.9,82.71,999.9,999.9,999.9,999.9
2019-01-07,-1.1,2.1,5.1,7.3,0.96,2.65,92.54,999.9,999.9,999.9,999.9
2019-01-08,2.6,5,6.4,11.2,0.815,7.2,87.21,999.9,999.9,999.9,999.9
2019-01-09,1.2,2.9,4.2,5.8,0.76,4.85,90.79,999.9,999.9,999.9,999.9
2019-01-10,-3.3,1,2.9,0,1.965,2.95,84.5,999.9,999.9,999.9,999.9
2019-01-11,-2.4,1.3,5.2,1.3,0.715,4.3,90.79,999.9,999.9,999.9,999.9
2019-01-12,3.4,4.8,6.3,3.1,1.31,5.25,86.42,999.9,999.9,999.9,999.9
2019-01-13,4.9,6.2,8,7,0.72,6.6,88.25,999.9,999.9,999.9,999.9
2019-01-14,-1.9,1.8,5.7,0.6,3.225,8.05,71.88,999.9,999.9,999.9,999.9
2019-01-15,0.4,3.7,7.1,3.3,0.83,7.7,82.38,999.9,999.9,999.9,999.9
2019-01-16,3.3,6.4,7.5,0.1,0.89,6.2,84.17,999.9,999.9,999.9,999.9
2019-01-17,1.9,4.5,7.4,2.1,2.315,5.4,78.88,999.9,999.9,999.9,999.9
2019-01-18,-1.8,0.2,2.7,0,5.035,4.55,79.33,999.9,999.9,999.9,999.9
2019-01-19,-6.2,-2.6,1.7,0,4.76,1.95,87.46,999.9,999.9,999.9,999.9
2019-01-20,-6.5,-4.5,-2.4,0,3.88,1.65,92,999.9,999.9,999.9,999.9
2019-01-21,-4.8,-3.7,-2.6,0,2.18,2.6,87.08,999.9,999.9,999.9,999.9
2019-01-22,-6,-3.7,0.2,0,5.51,2.8,81.67,999.9,999.9,999.9,999.9
2019-01-23,-7.6,-5.3,-3.1,0,1.73,4.15,80.67,999.9,999.9,999.9,999.9
2019-01-24,-6.7,-4.5,-3.2,0,1.295,2.95,76.5,999.9,999.9,999.9,999.9
2019-01-25,-4.4,-3.8,-3.1,0.7,2.405,1.9,78.88,999.9,999.9,999.9,999.9
2019-01-26,-3.3,-0.3,1.8,4.6,1.17,2.55,92.04,999.9,999.9,999.9,999.9
2019-01-27,1.8,3.6,5.5,1.6,2.13,3.55,89.46,999.9,999.9,999.9,999.9
2019-01-28,0.3,3.1,5.8,2.3,5.055,3.05,84.96,999.9,999.9,999.9,999.9
2019-01-29,-0.4,1.1,2.7,0,3.09,3.65,87.42,999.9,999.9,999.9,999.9
2019-01-30,-2,0.5,3.4,0,5.56,3.95,79.13,999.9,999.9,999.9,999.9
2019-01-31,-3.2,-1.1,2.1,0,4.855,2.65,86.17,999.9,999.9,999.9,999.9
2019-02-01,-4.3,-1.2,1.6,0.3,2.345,3.4,86.75,999.9,999.9,999.9,999.9
2019-02-02,0.3,0.9,1.5,4.9,0.76,2.55,92.21,999.9,999.9,999.9,999.9
2019-02-03,0.4,0.8,1.3,5,0.92,2.7,93.21,999.9,999.9,999.9,999.9
2019-02-04,-1.8,0.1,1.6,0,4.67,3.4,90.08,999.9,999.9,999.9,999.9
2019-02-05,-0.6,1.3,3.1,0,2.265,3.7,77.71,999.9,999.9,999.9,999.9
2019-02-06,0.4,2.5,5.4,0,6.425,3.5,77.33,999.9,999.9,999.9,999.9
2019-02-07,-2.1,1.6,5.1,0,4.085,3.65,73.88,999.9,999.9,999.9,999.9
2019-02-08,1,4.7,8.9,0,6.515,4.65,77,999.9,999.9,999.9,999.9
2019-02-09,3.2,6.9,11.3,1,5.05,6.35,68,999.9,999.9,999.9,999.9
2019-02-10,3.2,6.7,9.7,8.1,1.48,5.45,77.83,999.9,999.9,999.9,999.9
2019-02-11,0.9,4.5,7.5,0.2,3.825,7.2,76.08,999.9,999.9,999.9,999.9
2019-02-12,0.4,2.8,6.5,0.5,7.36,5,69.67,999.9,999.9,999.9,999.9
2019-02-13,2.1,5.9,8.2,0.2,1.325,4.65,87.83,999.9,999.9,999.9,999.9
2019-02-14,0,6.1,9.6,0,4.86,3.05,86.46,999.9,999.9,999.9,999.9
2019-02-15,-1.6,3.7,12.5,0,9.51,2.3,77.46,999.9,999.9,999.9,999.9
2019-02-16,-1.5,5.1,15,0,9.76,2.95,69.67,999.9,999.9,999.9,999.9
2019-02-17,-1.8,4.9,12.7,0,8.65,2,75.63,999.9,999.9,999.9,999.9
2019-02-18,-0.9,4.5,13.9,0,9.76,2.3,77.75,999.9,999.9,999.9,999.9
2019-02-19,-0.6,5.7,9.9,0.8,4.985,4.5,73.21,999.9,999.9,999.9,999.9
2019-02-20,5.3,7.5,10.6,0.1,7.085,4.2,73.63,999.9,999.9,999.9,999.9
2019-02-21,5,7.4,10,4.7,3.7,4.3,83.88,999.9,999.9,999.9,999.9
2019-02-22,-3.9,2.3,8.2,0,9.775,3.45,64.67,999.9,999.9,999.9,999.9
2019-02-23,-5.3,-1.5,3.6,0,9.09,2.1,62.38,999.9,999.9,999.9,999.9
2019-02-24,-3,2.9,11,0,9.555,2,60,999.9,999.9,999.9,999.9
2019-02-25,-1.7,5.7,14.1,0,10.89,3.1,69.71,999.9,999.9,999.9,999.9
2019-02-26,-1.1,4.8,10.6,0,4.2,2.55,86.92,999.9,999.9,999.9,999.9
2019-02-27,-1.3,5.5,15.4,0,11.14,2.65,75.25,999.9,999.9,999.9,999.9
2019-02-28,0.8,6.6,13.1,0,10.39,4.3,72.04,999.9,999.9,999.9,999.9
2019-03-01,-2.6,2.9,6.4,0,1.56,1.55,86.71,999.9,999.9,999.9,999.9
2019-03-02,-2,2.6,5.6,0.1,3.35,2.4,80.67,999.9,999.9,999.9,999.9
2019-03-03,1.4,8.4,11.2,1.8,2.505,5.95,83,999.9,999.9,999.9,999.9
2019-03-04,5.9,9.7,15.1,3.3,4.325,7.05,71.33,999.9,999.9,999.9,999.9
2019-03-05,2.6,6.2,9.7,0.8,6.215,6.8,71.92,999.9,999.9,999.9,999.9
2019-03-06,-1.1,6.2,11.9,0.3,11.735,4.15,71.71,999.9,999.9,999.9,999.9
2019-03-07,7.2,10.4,16.9,0,6.88,5.45,63.54,999.9,999.9,999.9,999.9
2019-03-08,1.8,7.5,10.3,0.2,6.11,7.7,66.17,999.9,999.9,999.9,999.9
2019-03-09,3.3,7.2,11.6,10.2,6.465,6.8,74.92,999.9,999.9,999.9,999.9
2019-03-10,0.5,4.7,8.2,15.1,4.95,4.95,79.21,999.9,999.9,999.9,999.9
2019-03-11,-0.4,2.9,6.6,2,4.86,5.75,85.75,999.9,999.9,999.9,999.9
2019-03-12,-0.9,4.2,8.5,0.5,8.69,4.5,76.58,999.9,999.9,999.9,999.9
2019-03-13,4.8,7.5,9.9,0.6,8.535,7.2,60.75,999.9,999.9,999.9,999.9
2019-03-14,4.4,6,9.1,8.6,5.765,6.4,82.79,999.9,999.9,999.9,999.9
2019-03-15,5.2,7.5,9.8,1.2,6.06,7.55,77.58,999.9,999.9,999.9,999.9
2019-03-16,5.1,6.9,9.2,5.6,6.435,6.45,75.29,999.9,999.9,999.9,999.9
2019-03-17,4.5,8.8,14,0.8,8.15,5.8,73.63,999.9,999.9,999.9,999.9
2019-03-18,3.1,5.4,9.3,0.8,7.73,6.55,73.04,999.9,999.9,999.9,999.9
2019-03-19,-1.7,4.2,9.6,0,9.81,3.75,73.63,999.9,999.9,999.9,999.9
2019-03-20,-3.3,6,12.5,0,15.025,3.2,70.67,999.9,999.9,999.9,999.9
2019-03-21,6.6,9.7,11.8,0,4.985,3.1,81.83,999.9,999.9,999.9,999.9
2019-03-22,4.6,9.1,10.9,0,4.765,1.85,88.75,999.9,999.9,999.9,999.9
2019-03-23,3,9.6,18.9,0,15.89,2.75,80.71,999.9,999.9,999.9,999.9
2019-03-24,-0.5,5.8,11.8,0,14.75,1.8,73.17,999.9,999.9,999.9,999.9
2019-03-25,-0.2,3.7,9.5,4.1,9.11,3.65,83.04,999.9,999.9,999.9,999.9
2019-03-26,-1.5,4,9.4,0.7,8.055,4.45,77.71,999.9,999.9,999.9,999.9
2019-03-27,-2.2,5.8,9.9,2.1,5.8,3.4,83.21,999.9,999.9,999.9,999.9
2019-03-28,7.7,9.2,11,2.7,4.31,2.7,91.46,999.9,999.9,999.9,999.9
2019-03-29,2.8,9.4,12.9,0,6.045,2.25,83.88,999.9,999.9,999.9,999.9
2019-03-30,1.4,9.2,17.9,0,18.445,2.8,75.08,999.9,999.9,999.9,999.9
2019-03-31,0.4,7.4,13,0,12.23,2.9,66.29,999.9,999.9,999.9,999.9
2019-04-01,-1.6,5.1,11.4,0,20.7,3.3,58.75,999.9,999.9,999.9,999.9
2019-04-02,1.7,8.3,14.8,0,18.75,4.55,55.5,999.9,999.9,999.9,999.9
2019-04-03,5.8,12.8,19.2,0,16.565,3.6,58.54,999.9,999.9,999.9,999.9
2019-04-04,8.9,15.1,21.4,0,19.32,4.3,54.83,999.9,999.9,999.9,999.9
2019-04-05,6.9,13.6,20.6,0.2,17.555,2.85,62.71,999.9,999.9,999.9,999.9
2019-04-06,8.1,14.1,20.8,0.2,19.065,3.65,55.83,999.9,999.9,999.9,999.9
2019-04-07,5.2,12.3,19.2,0,19.805,2.85,50.79,999.9,999.9,999.9,999.9
2019-04-08,5.2,11.6,19.3,0,20.13,2.25,60.08,999.9,999.9,999.9,999.9
2019-04-09,3.2,6.8,11.3,0,18.995,2.6,66,999.9,999.9,999.9,999.9
2019-04-10,-0.6,4.5,9.6,0,17.815,2.85,62.21,999.9,999.9,999.9,999.9
2019-04-11,-2.3,2.3,5.7,0,9.895,2.6,65.75,999.9,999.9,999.9,999.9
2019-04-12,1.8,3.1,5.3,0,4.56,2.2,66.75,999.9,999.9,999.9,999.9
2019-04-13,1.7,4.7,7.8,0,10.495,2.75,57.21,999.9,999.9,999.9,999.9
2019-04-14,1.9,5.7,12,4.2,8.055,3.05,74.42,999.9,999.9,999.9,999.9
2019-04-15,0.9,7,13.1,0,22.815,2.85,54.71,999.9,999.9,999.9,999.9
2019-04-16,0.1,8.2,15.7,0,22.885,3.6,50.67,999.9,999.9,999.9,999.9
2019-04-17,0.9,9.8,18.8,0,21.85,2.8,53.54,999.9,999.9,999.9,999.9
2019-04-18,4.6,13,20.9,0,22.855,2.95,49.71,999.9,999.9,999.9,999.9
2019-04-19,5.3,13.8,21.8,0,23.41,2.85,43.08,999.9,999.9,999.9,999.9
2019-04-20,4.3,12.8,20.8,0,23.005,2.2,49.17,999.9,999.9,999.9,999.9
2019-04-21,4.8,13.3,20.2,0,24.005,2.15,48.79,999.9,999.9,999.9,999.9
2019-04-22,4.9,12.3,17.4,0,24.61,4.5,55.42,999.9,999.9,999.9,999.9
2019-04-23,9.4,14.4,19.3,0.2,18.035,6.85,51.92,999.9,999.9,999.9,999.9
2019-04-24,12.6,16.8,22.3,0,22.63,4.95,61.5,999.9,999.9,999.9,999.9
2019-04-25,11.8,18.4,25.8,0,23.575,2.65,54.88,999.9,999.9,999.9,999.9
2019-04-26,11.7,19.7,27.7,0,21.56,3.45,59.96,999.9,999.9,999.9,999.9
2019-04-27,9.8,13.3,17.7,3.4,13.07,3.7,74.54,999.9,999.9,999.9,999.9
2019-04-28,8.4,10.9,13.4,0,10.91,3.85,76.33,999.9,999.9,999.9,999.9
2019-04-29,6.9,11.1,16.9,1.8,9.535,3.3,76.83,999.9,999.9,999.9,999.9
2019-04-30,3.4,10.8,18.2,0,25.375,2.6,59.96,999.9,999.9,999.9,999.9
2019-05-01,9.2,13.3,18.8,0,19.81,3.7,67.17,999.9,999.9,999.9,999.9
2019-05-02,6.9,10.2,13,0,8.5,5.5,71.96,999.9,999.9,999.9,999.9
2019-05-03,6.2,9.4,12.6,0,19.97,4.9,54.25,999.9,999.9,999.9,999.9
2019-05-04,3,6.6,8.9,0.4,11.775,2.6,65,999.9,999.9,999.9,999.9
2019-05-05,1.3,6.8,12.3,0,18.57,2.25,60.92,999.9,999.9,999.9,999.9
2019-05-06,3.8,8.6,12.6,0,17.74,3.75,59.21,999.9,999.9,999.9,999.9
2019-05-07,5,8.8,14.1,0.2,19.36,2.55,57.21,999.9,999.9,999.9,999.9
2019-05-08,1.2,11.8,18.7,0,21.375,3.6,51.58,999.9,999.9,999.9,999.9
2019-05-09,10.4,13.7,17.5,2,0.96,2.75,72.63,999.9,999.9,999.9,999.9
2019-05-10,8.3,11.7,15.8,6.8,10.885,2.55,85.63,999.9,999.9,999.9,999.9
2019-05-11,5.4,10.7,15.4,1.8,14.33,2.1,72.29,999.9,999.9,999.9,999.9
2019-05-12,7.2,11,16,1.2,23.625,2.55,62.29,999.9,999.9,999.9,999.9
2019-05-13,5.3,10.1,14.8,0,19.265,2.4,58.75,999.9,999.9,999.9,999.9
2019-05-14,3.2,8.6,14,0,18.88,3.3,58.42,999.9,999.9,999.9,999.9
2019-05-15,2.4,7.7,12.4,0.2,10.8,3.05,63.58,999.9,999.9,999.9,999.9
2019-05-16,6.7,9.2,12.1,16.8,3.725,1.85,94.5,999.9,999.9,999.9,999.9
2019-05-17,5.8,12.3,19.3,0.2,22.98,2,84.21,999.9,999.9,999.9,999.9
2019-05-18,8.8,17.3,25,0,27.89,2.9,69.25,999.9,999.9,999.9,999.9
2019-05-19,10.1,17.7,25.9,0.2,5.025,2.75,71.25,999.9,999.9,999.9,999.9
2019-05-20,12.4,17.6,22.4,0,14.585,2.65,79.75,999.9,999.9,999.9,999.9
2019-05-21,10.6,17.7,24.3,0.4,24.995,2.15,75.38,999.9,999.9,999.9,999.9
2019-05-22,11.4,13.6,17.2,11.8,3.515,4.55,92.13,999.9,999.9,999.9,999.9
2019-05-23,10.2,14.1,19.3,0,26.895,2.95,69.67,999.9,999.9,999.9,999.9
2019-05-24,8.6,16.6,23.2,0,25.585,1.9,66.63,999.9,999.9,999.9,999.9
2019-05-25,11,14.8,18.1,0,21.145,3.15,71.71,999.9,999.9,999.9,999.9
2019-05-26,8.6,15.9,22.4,0.4,21.925,3.85,65.92,999.9,999.9,999.9,999.9
2019-05-27,14.9,18.4,23.3,0,14.19,3,69.46,999.9,999.9,999.9,999.9
2019-05-28,11.1,15.6,13.6,0,13.66,2.15,78.67,999.9,999.9,999.9,999.9
2019-05-29,8.1,12.4,16.7,0,27.1,2.2,61.92,999.9,999.9,999.9,999.9
2019-05-30,5.3,15.3,22.3,0,29.18,2.45,56.58,999.9,999.9,999.9,999.9
2019-05-31,14.3,19.2,24.8,2.8,17.65,2.8,77.33,999.9,999.9,999.9,999.9
2019-06-01,15.2,21.7,27.9,0,25.625,2.25,70.79,999.9,999.9,999.9,999.9
2019-06-02,14.6,22.6,29.9,0,27.945,2,64.42,999.9,999.9,999.9,999.9
2019-06-03,15.6,25.8,33.4,0,29.105,3.15,52.5,999.9,999.9,999.9,999.9
2019-06-04,17.7,24.3,30.7,0,26.595,1.95,61.96,999.9,999.9,999.9,999.9
2019-06-05,17.7,25.9,32.7,0,27.87,3.25,58.29,999.9,999.9,999.9,999.9
2019-06-06,16.9,23.3,31.7,0,20.62,3.75,70,999.9,999.9,999.9,999.9
2019-06-07,14.9,19.9,26.2,0,29.1,2.55,71.92,999.9,999.9,999.9,999.9
2019-06-08,14.1,19.1,22.8,0,20.295,4.7,57.33,999.9,999.9,999.9,999.9
2019-06-09,10.5,19.8,26.4,0,27.585,2.4,50.17,999.9,999.9,999.9,999.9
2019-06-10,18.6,24.1,31.4,0,20.28,2.55,58.58,999.9,999.9,999.9,999.9
2019-06-11,16.9,24,30.6,18,26.345,2.6,73.5,999.9,999.9,999.9,999.9
2019-06-12,17.4,25.2,34,3.8,25.84,3.25,68.08,999.9,999.9,999.9,999.9
2019-06-13,15.4,20.1,24.9,0.8,24.445,2.1,67.54,999.9,999.9,999.9,999.9
2019-06-14,14.9,23.4,30.3,0,27.83,2.45,62.63,999.9,999.9,999.9,999.9
2019-06-15,20.7,26.5,33.6,0.8,27,4.9,60.21,999.9,999.9,999.9,999.9
2019-06-16,16.1,20.1,23.8,0,20.09,3.05,66,999.9,999.9,999.9,999.9
2019-06-17,13.3,20.8,26.6,0,24.605,1.55,61.96,999.9,999.9,999.9,999.9
2019-06-18,14.3,23.4,30.1,0,30.56,3.2,52.54,999.9,999.9,999.9,999.9
2019-06-19,16.4,24.7,32.5,0,22.965,2.45,59.63,999.9,999.9,999.9,999.9
2019-06-20,18.1,22.9,28.7,0.8,20.875,2.2,64.25,999.9,999.9,999.9,999.9
2019-06-21,16.6,21,25.4,5.8,24.57,2.6,69.42,999.9,999.9,999.9,999.9
2019-06-22,14.3,20.8,26.5,0,27.74,2.55,57.92,999.9,999.9,999.9,999.9
2019-06-23,12.4,21.1,27.7,0,29.775,2.45,51.38,999.9,999.9,999.9,999.9
2019-06-24,13.8,23.1,30.5,0,30.805,2.8,48.08,999.9,999.9,999.9,999.9
2019-06-25,17.1,26.6,33.8,0,29.31,3,49.92,999.9,999.9,999.9,999.9
2019-06-26,20.4,29.7,37.7,0,27.935,3.55,50.21,999.9,999.9,999.9,999.9
2019-06-27,16.8,21.3,26,0,30.775,3.75,53.5,999.9,999.9,999.9,999.9
2019-06-28,14.3,19.6,25.1,0,25.32,2.5,61.92,999.9,999.9,999.9,999.9
2019-06-29,13.4,23.1,31,0,29.91,1.75,51.08,999.9,999.9,999.9,999.9
2019-06-30,17.6,28.7,37.4,0,29.965,3.5,37.63,999.9,999.9,999.9,999.9
2019-07-01,19.6,23.7,28.2,0,19.895,3.5,47.54,999.9,999.9,999.9,999.9
2019-07-02,14.7,18.7,22.1,0,22.645,4.85,50.79,999.9,999.9,999.9,999.9
2019-07-03,10.6,15.9,20.3,0,21.205,3.5,52.88,999.9,999.9,999.9,999.9
2019-07-04,10.4,17.2,23,0,27.36,3.4,50.58,999.9,999.9,999.9,999.9
2019-07-05,15.5,18.3,20.6,0,11.765,4.1,60.96,999.9,999.9,999.9,999.9
2019-07-06,14.4,18.9,24.7,8.8,13.38,3.7,69.88,999.9,999.9,999.9,999.9
2019-07-07,11.7,15,18.3,0.4,16.77,4.5,62.88,999.9,999.9,999.9,999.9
2019-07-08,11.3,14.7,18.3,0,14.635,4.55,59.63,999.9,999.9,999.9,999.9
2019-07-09,11.4,15.4,19.4,0,20.285,3.95,59.25,999.9,999.9,999.9,999.9
2019-07-10,11.2,15.6,22.2,1.8,22.185,3.5,76.54,999.9,999.9,999.9,999.9
2019-07-11,12.1,19.3,25.5,0,27.2,1.8,59,999.9,999.9,999.9,999.9
2019-07-12,15.7,17.7,19.4,7,11.06,1.6,87.71,999.9,999.9,999.9,999.9
2019-07-13,14.9,18.7,25.6,3.4,18.72,2.1,75.58,999.9,999.9,999.9,999.9
2019-07-14,13.9,16.1,20.6,12.8,17.27,2.75,87.58,999.9,999.9,999.9,999.9
2019-07-15,14.1,15.6,16.8,0,8.62,3,76.46,999.9,999.9,999.9,999.9
2019-07-16,13.4,16.4,19.6,0.2,11.385,4.2,69.29,999.9,999.9,999.9,999.9
2019-07-17,12.4,17.9,22.6,0,25.11,2.4,68.38,999.9,999.9,999.9,999.9
2019-07-18,12.6,19.9,26.6,0,25.08,1.85,57.17,999.9,999.9,999.9,999.9
2019-07-19,14.7,20.1,25.3,0.2,12.405,2.6,63.54,999.9,999.9,999.9,999.9
2019-07-20,15.7,22.9,29.5,3.2,24.735,2.3,61.83,999.9,999.9,999.9,999.9
2019-07-21,16.5,21.1,26.7,6,22.475,2.95,71.79,999.9,999.9,999.9,999.9
2019-07-22,16.1,20.7,25,0,15.59,2,69.17,999.9,999.9,999.9,999.9
2019-07-23,18.1,23.5,29.9,0,25.37,2.35,66.58,999.9,999.9,999.9,999.9
2019-07-24,16.8,24.7,31.3,0,27.52,1.9,61.33,999.9,999.9,999.9,999.9
2019-07-25,17.7,25.6,32.4,0,26.875,2.15,57.46,999.9,999.9,999.9,999.9
2019-07-26,17.8,24.2,30.3,0,27.645,2.9,50.71,999.9,999.9,999.9,999.9
2019-07-27,16.8,22.9,28.6,0,25.505,3.7,58.17,999.9,999.9,999.9,999.9
2019-07-28,15.8,24.4,31.3,0,22.115,3,58.75,999.9,999.9,999.9,999.9
2019-07-29,21.9,26.1,33.3,1.6,16.85,2.05,64,999.9,999.9,999.9,999.9
2019-07-30,20.3,23.5,28.3,15,17.195,3.35,76.46,999.9,999.9,999.9,999.9
2019-07-31,18.3,20.4,22.7,8,10.71,1.9,82.67,999.9,999.9,999.9,999.9
2019-08-01,15,18.8,24.6,0.4,19.47,2,77.42,999.9,999.9,999.9,999.9
2019-08-02,14.2,18.7,24.2,0,18.84,1.7,75.92,999.9,999.9,999.9,999.9
2019-08-03,15.1,19.3,25.1,3.4,20.115,1.8,66.13,999.9,999.9,999.9,999.9
2019-08-04,14.7,20.3,24.4,0,21.94,2.4,63,999.9,999.9,999.9,999.9
2019-08-05,14.3,20.5,25.1,0,15.375,1.7,61.96,999.9,999.9,999.9,999.9
2019-08-06,17.2,21.8,28.9,1,18.005,2.4,71.63,999.9,999.9,999.9,999.9
2019-08-07,16.6,20.2,26.6,1.8,14.18,2.4,84.04,999.9,999.9,999.9,999.9
2019-08-08,15.9,21,26.9,0,19.23,3.25,64.04,999.9,999.9,999.9,999.9
2019-08-09,14.7,21.6,27.4,0,22,2.15,59.04,999.9,999.9,999.9,999.9
2019-08-10,19.9,23.2,27.1,0,14.645,4.5,55.88,999.9,999.9,999.9,999.9
2019-08-11,16.9,23.2,28.8,0,22.25,3.3,46.04,999.9,999.9,999.9,999.9
2019-08-12,16.6,21,23.8,0,13.165,2.7,57.04,999.9,999.9,999.9,999.9
2019-08-13,15.2,18.8,24.8,0.4,18.715,3.8,56.33,999.9,999.9,999.9,999.9
2019-08-14,12.3,16.7,22.3,0,18.76,2.8,56.13,999.9,999.9,999.9,999.9
2019-08-15,9.4,17.9,23.7,0,12.01,3.05,53.08,999.9,999.9,999.9,999.9
2019-08-16,14.9,18.6,23.7,0.2,15.41,3.2,65,999.9,999.9,999.9,999.9
2019-08-17,12.1,19.4,27.6,0,13.03,3.3,56.08,999.9,999.9,999.9,999.9
2019-08-18,18.6,20.6,26.7,10,11.32,3.25,74.71,999.9,999.9,999.9,999.9
2019-08-19,14.8,19.3,24.7,0,16.91,2.65,69.08,999.9,999.9,999.9,999.9
2019-08-20,13,19.4,25.7,1.2,14.385,1.55,60.25,999.9,999.9,999.9,999.9
2019-08-21,14,18.4,23.8,3.6,21.45,2.15,67.42,999.9,999.9,999.9,999.9
2019-08-22,11.5,19,26.3,0,21.8,2.25,61.33,999.9,999.9,999.9,999.9
2019-08-23,12.3,20.3,27.5,0,22.74,2.25,59.08,999.9,999.9,999.9,999.9
2019-08-24,13.3,21.4,29.1,0,19.865,2.8,58.33,999.9,999.9,999.9,999.9
2019-08-25,16.3,23.4,30.7,0,19.65,3.4,52.33,999.9,999.9,999.9,999.9
2019-08-26,18.1,24.4,32.9,0,14.535,2.65,55.29,999.9,999.9,999.9,999.9
2019-08-27,18.2,25.1,32.6,0,18.49,2.9,60.04,999.9,999.9,999.9,999.9
2019-08-28,19.5,25.8,32.7,0,17.41,2.75,61.83,999.9,999.9,999.9,999.9
2019-08-29,18.6,24.9,31.4,0,19.225,2.35,62.83,999.9,999.9,999.9,999.9
