Field_name,Field_Profile_number,Horizon_number,Easting,Northing,measured1,Yield_kg_per_ha,altura,compaction_level,SAND,SILT,CLAY,Upper_depth,Lower_depth,Thickness,KA5,SOC,BD
Boosen,1,1,462963.9972,5804199.955,67.40379333,6740,49.51567459,middle,72.72037612,22.17674989,5.102873988,0,30,30,SL2,1.059515353,1.346553065
Boosen,1,2,462972.2956,5804251.932,67.40379333,6740,49.51567459,middle,73.50013202,20.39200038,6.107867602,30,60,30,SL2,0.324905899,1.455141978
Boosen,1,3,463041.6139,5804235.637,67.40379333,6740,49.51567459,middle,75.56029934,15.67713739,8.76256327,60,90,30,SL3,0.207753468,1.474613059
Boosen,1,4,463016.0501,5804159.75,67.40379333,6740,49.51567459,middle,75.56029934,15.67713739,8.76256327,90,200,110,SL3,0.207753468,1.474613059
Boosen,2,1,463016.8827,5804173.997,68.10771942,6811,49.43175888,middle,71.94318702,21.60872002,6.448092956,0,30,30,SL2,1.132378794,1.335395087
Boosen,2,2,463032.1743,5804212.888,68.10771942,6811,49.43175888,middle,72.49603857,19.94295974,7.561001692,30,60,30,SL3,0.463817891,1.431584579
Boosen,2,3,463045.5555,5804236.892,68.10771942,6811,49.43175888,middle,73.96062304,16.92340394,9.115973014,60,90,30,SL3,0.129049214,1.486132257
Boosen,2,4,463027.6312,5804164.519,68.10771942,6811,49.43175888,middle,73.96062304,16.92340394,9.115973014,90,200,110,SL3,0.129049214,1.486132257
Boosen,3,1,463063.6424,5804157.101,64.2858963,6429,49.35645294,middle,71.94586594,21.76703481,6.287099256,0,30,30,SL2,1.121075375,1.336988259
Boosen,3,2,462998.8926,5804207.161,64.2858963,6429,49.35645294,middle,72.28178113,20.15858237,7.559636498,30,60,30,SL3,0.537172596,1.420096264
Boosen,3,3,462989.5062,5804216.228,64.2858963,6429,49.35645294,middle,72.30636426,18.97917791,8.714457828,60,90,30,SL3,0.103538791,1.489197029
Boosen,3,4,463018.2125,5804196.738,64.2858963,6429,49.35645294,middle,72.30636426,18.97917791,8.714457828,90,200,110,SL3,0.103538791,1.489197029
Boosen,4,1,463024.564,5804205.043,72.38168335,7238,49.30966187,middle,72.63343238,22.00074423,5.365823395,0,30,30,SL2,1.170811555,1.331456498
Boosen,4,2,463035.2516,5804246.919,72.38168335,7238,49.30966187,middle,72.9278405,20.59580284,6.476356661,30,60,30,SL2,0.582363061,1.414348185
Boosen,4,3,463006.0325,5804247.838,72.38168335,7238,49.30966187,middle,72.39114769,18.3339806,9.27487171,60,90,30,SL3,0.132570482,1.484095999
Boosen,4,4,463033.9199,5804157.611,72.38168335,7238,49.30966187,middle,72.39114769,18.3339806,9.27487171,90,200,110,SL3,0.132570482,1.484095999
Boosen,5,1,463030.8522,5804225.486,63.46094131,6346,49.3531189,middle,72.00250233,22.46143578,5.536061889,0,30,30,SL2,1.159186416,1.332357507
Boosen,5,2,463014.2465,5804185.079,63.46094131,6346,49.3531189,middle,72.34256503,21.09963802,6.557796941,30,60,30,SL2,0.463817891,1.431969311
Boosen,5,3,463095.5285,5804184.638,63.46094131,6346,49.3531189,middle,73.49734534,17.97558309,8.527071565,60,90,30,SL3,0.129049214,1.486033916
Boosen,5,4,463086.0188,5804212.247,63.46094131,6346,49.3531189,middle,73.49734534,17.97558309,8.527071565,90,200,110,SL3,0.129049214,1.486033916
Boosen,6,1,463030.7864,5804186.918,60.41898727,6042,49.50222015,middle,72.99020015,21.18270968,5.827090167,0,30,30,SL2,1.287340014,1.316346783
Boosen,6,2,463007.2312,5804169.695,60.41898727,6042,49.50222015,middle,73.58502636,19.27006559,7.144908058,30,60,30,SL2,0.226066769,1.470720227
Boosen,6,3,463068.8925,5804243.322,60.41898727,6042,49.50222015,middle,75.06746485,15.51678104,9.415754113,60,90,30,SL3,0.065074381,1.497756537
Boosen,6,4,463052.1348,5804247.961,60.41898727,6042,49.50222015,middle,75.06746485,15.51678104,9.415754113,90,200,110,SL3,0.065074381,1.497756537
Boosen,7,1,463046.6048,5804190.214,67.86582947,6787,49.72583389,middle,71.96857811,19.43965761,8.59176428,0,30,30,SL3,0.984815065,1.354305249
Boosen,7,2,462996.4922,5804200.905,67.86582947,6787,49.72583389,middle,72.53270614,17.54752899,9.919764862,30,60,30,SL3,0.324081964,1.452465319
Boosen,7,3,463007.7424,5804210.248,67.86582947,6787,49.72583389,middle,72.89684409,15.40231874,11.70083717,60,90,30,SL4,0.230478742,1.467045914
Boosen,7,4,463011.222,5804180.179,67.86582947,6787,49.72583389,middle,72.89684409,15.40231874,11.70083717,90,200,110,SL4,0.230478742,1.467045914
Boosen,8,1,463013.8088,5804150.546,68.66690826,6867,49.67537689,middle,71.02939763,20.00714947,8.9634529,0,30,30,SL3,1.004776083,1.350552781
Boosen,8,2,463001.0826,5804147.558,68.66690826,6867,49.67537689,middle,71.31222604,18.51396098,10.17381298,30,60,30,SL3,0.324081964,1.451273898
Boosen,8,3,462979.1604,5804244.744,68.66690826,6867,49.67537689,middle,70.88104851,18.16761941,10.95133208,60,90,30,SL3,0.230478742,1.465681837
Boosen,8,4,463026.6779,5804149.663,68.66690826,6867,49.67537689,middle,70.88104851,18.16761941,10.95133208,90,200,110,SL3,0.230478742,1.465681837
Boosen,9,1,463023.2304,5804186.223,67.56427765,6756,49.57667542,middle,69.69863543,21.43636639,8.864998183,0,30,30,SL3,1.004653885,1.349464354
Boosen,9,2,462991.4998,5804222.123,67.56427765,6756,49.57667542,middle,70.09493015,19.69152658,10.21354328,30,60,30,SL3,0.463817891,1.428128964
Boosen,9,3,463002.9088,5804199.996,67.56427765,6756,49.57667542,middle,67.64210993,19.08436582,13.27352425,60,90,30,SL4,0.129049214,1.478496405
Boosen,9,4,463022.7254,5804174.459,67.56427765,6756,49.57667542,middle,67.64210993,19.08436582,13.27352425,90,200,110,SL4,0.129049214,1.478496405
Boosen,10,1,463048.1776,5804153.026,68.99567413,6900,49.53435898,middle,70.41444089,21.70141358,7.884145522,0,30,30,SL3,1.041045408,1.345621035
Boosen,10,2,462990.6344,5804202.732,68.99567413,6900,49.53435898,middle,70.89209444,20.01799343,9.089912125,30,60,30,SL3,0.617882995,1.405881212
Boosen,10,3,463042.1872,5804148.238,68.99567413,6900,49.53435898,middle,68.21734603,18.4223506,13.36030337,60,90,30,SL4,0.1707962,1.471977728
Boosen,10,4,463077.3681,5804203.677,68.99567413,6900,49.53435898,middle,68.21734603,18.4223506,13.36030337,90,200,110,SL4,0.1707962,1.471977728
Boosen,11,1,463065.1243,5804161.75,60.5956192,6060,49.59324646,middle,70.86722281,20.33576283,8.797014357,0,30,30,SL3,1.041907447,1.345425697
Boosen,11,2,463047.9976,5804168.286,60.5956192,6060,49.59324646,middle,71.02997366,18.99197027,9.978056068,30,60,30,SL3,0.446789922,1.43171403
Boosen,11,3,463028.7026,5804176.928,60.5956192,6060,49.59324646,middle,70.07948243,16.59337464,13.32714292,60,90,30,SL4,0.164348585,1.474685149
Boosen,11,4,462999.2842,5804170.9,60.5956192,6060,49.59324646,middle,70.07948243,16.59337464,13.32714292,90,200,110,SL4,0.164348585,1.474685149
Boosen,12,1,463106.5625,5804214.871,60.91023636,6091,49.74598694,middle,71.45658388,19.90834818,8.635067939,0,30,30,SL3,1.158560008,1.330365878
Boosen,12,2,463082.69,5804154.942,60.91023636,6091,49.74598694,middle,71.76214097,18.47631468,9.761544348,30,60,30,SL3,0.473465502,1.428313195
Boosen,12,3,463035.462,5804208.589,60.91023636,6091,49.74598694,middle,71.67349704,16.45231787,11.87418509,60,90,30,SL4,0.126256884,1.483189928
Boosen,12,4,463031.7212,5804151.397,60.91023636,6091,49.74598694,middle,71.67349704,16.45231787,11.87418509,90,200,110,SL4,0.126256884,1.483189928
Boosen,13,1,462954.7802,5804202.669,76.88671875,7689,50.07849121,middle,72.32610227,20.27856563,7.3953321,0,30,30,SL2,0.833194551,1.37649882
Boosen,13,2,463030.2536,5804155.977,76.88671875,7689,50.07849121,middle,72.9458333,18.34830181,8.705864893,30,60,30,SL3,0.324905899,1.453318853
Boosen,13,3,462947.876,5804184.265,76.88671875,7689,50.07849121,middle,74.20598045,15.4377496,10.35626995,60,90,30,SL3,0.207753468,1.472613573
Boosen,13,4,463044.0146,5804195.35,76.88671875,7689,50.07849121,middle,74.20598045,15.4377496,10.35626995,90,200,110,SL3,0.207753468,1.472613573
Boosen,14,1,463012.6675,5804233.272,66.63754272,6664,50.05384445,middle,72.53167143,21.47769746,5.99063111,0,30,30,SL2,0.851171123,1.374842546
Boosen,14,2,462988.9885,5804154.84,66.63754272,6664,50.05384445,middle,73.12304965,19.96756012,6.909390231,30,60,30,SL2,0.090384839,1.493062869
Boosen,14,3,462984.5032,5804189.825,66.63754272,6664,50.05384445,middle,74.42997741,16.55204602,9.017976567,60,90,30,SL3,0.0499588,1.499987441
Boosen,14,4,463043.327,5804144.807,66.63754272,6664,50.05384445,middle,74.42997741,16.55204602,9.017976567,90,200,110,SL3,0.0499588,1.499987441
Boosen,15,1,463059.258,5804185.052,77.94815063,7795,50.0160141,middle,72.72016638,21.28424603,5.995587595,0,30,30,SL2,0.887668572,1.369838231
Boosen,15,2,462979.4448,5804162.409,77.94815063,7795,50.0160141,middle,73.42585012,19.7606818,6.813468079,30,60,30,SL2,0.141635618,1.484747167
Boosen,15,3,462983.7381,5804152.655,77.94815063,7795,50.0160141,middle,73.79841888,17.17906408,9.022517035,60,90,30,SL3,0.072623285,1.495572421
Boosen,15,4,462986.1067,5804190.263,77.94815063,7795,50.0160141,middle,73.79841888,17.17906408,9.022517035,90,200,110,SL3,0.072623285,1.495572421
Boosen,16,1,463073.5642,5804157.099,69.63484192,6963,49.90029907,middle,71.01083374,21.99697162,6.992194647,0,30,30,SL2,0.881788634,1.368667945
Boosen,16,2,462990.7713,5804167.358,69.63484192,6963,49.90029907,middle,71.15164635,20.5204463,8.327907342,30,60,30,SL3,0.258377222,1.462711742
Boosen,16,3,462996.0279,5804153.764,69.63484192,6963,49.90029907,middle,68.14614473,18.98565975,12.86819552,60,90,30,SL4,0.099213583,1.484168677
Boosen,16,4,463066.0004,5804137.645,69.63484192,6963,49.90029907,middle,68.14614473,18.98565975,12.86819552,90,200,110,SL4,0.099213583,1.484168677
Boosen,17,1,463066.6531,5804143.45,57.63739777,5764,49.84781647,middle,70.37414665,21.74992157,7.875931773,0,30,30,SL3,0.90034952,1.365044636
Boosen,17,2,463064.0624,5804230.368,57.63739777,5764,49.84781647,middle,70.49374948,20.31948349,9.186767029,30,60,30,SL3,0.318965651,1.451894118
Boosen,17,3,463061.2821,5804147.649,57.63739777,5764,49.84781647,middle,67.08882484,19.37128516,13.53989,60,90,30,SL4,0.207570505,1.464817037
Boosen,17,4,463039.6327,5804185.691,57.63739777,5764,49.84781647,middle,67.08882484,19.37128516,13.53989,90,200,110,SL4,0.207570505,1.464817037
Boosen,18,1,463087.9208,5804185.074,57.91129684,5791,49.90599442,middle,69.20005331,21.86700784,8.932938847,0,30,30,SL3,0.899898681,1.36354222
Boosen,18,2,463031.2842,5804177.753,57.91129684,5791,49.90599442,middle,69.30694533,20.45645355,10.23660113,30,60,30,SL3,0.352644815,1.444930932
Boosen,18,3,463091.0829,5804232.929,57.91129684,5791,49.90599442,middle,65.97707036,20.3657446,13.65718504,60,90,30,SL4,0.298688744,1.448927333
Boosen,18,4,463074.3734,5804225.699,57.91129684,5791,49.90599442,middle,65.97707036,20.3657446,13.65718504,90,200,110,SL4,0.298688744,1.448927333
Boosen,19,1,463066.2291,5804190.286,53.37949371,5338,50.05357361,middle,69.60844533,21.43778573,8.953768946,0,30,30,SL3,1.066013233,1.340981543
Boosen,19,2,463049.4214,5804146.716,53.37949371,5338,50.05357361,middle,69.85156727,19.77630675,10.37212598,30,60,30,SL3,0.25862286,1.46048671
Boosen,19,3,463087.2153,5804145.111,53.37949371,5338,50.05357361,middle,67.37498292,19.07644138,13.5485757,60,90,30,SL4,0.109967175,1.481332251
Boosen,19,4,463007.1023,5804141.845,53.37949371,5338,50.05357361,middle,67.37498292,19.07644138,13.5485757,90,200,110,SL4,0.109967175,1.481332251
Boosen,20,1,463024.4222,5804193.63,78.49093628,7849,50.49650192,middle,72.45420849,21.20987091,6.335920597,0,30,30,SL2,0.820581932,1.378959826
Boosen,20,2,463041.4794,5804134.617,78.49093628,7849,50.49650192,middle,73.06616254,19.34049605,7.593341414,30,60,30,SL3,0.324081964,1.454130098
Boosen,20,3,462974.4492,5804142.81,78.49093628,7849,50.49650192,middle,74.96919069,16.02568501,9.005124305,60,90,30,SL3,0.230478742,1.470238228
Boosen,20,4,463029.0486,5804208.761,78.49093628,7849,50.49650192,middle,74.96919069,16.02568501,9.005124305,90,200,110,SL3,0.230478742,1.470238228
Boosen,21,1,463010.5486,5804163.61,77.65424347,7765,50.45472336,middle,72.08687923,22.28069405,5.63242672,0,30,30,SL2,0.860299408,1.373345126
Boosen,21,2,463026.2895,5804180.449,77.65424347,7765,50.45472336,middle,72.50998169,21.00642866,6.483589644,30,60,30,SL2,0.177411406,1.478158989
Boosen,21,3,462959.1385,5804155.09,77.65424347,7765,50.45472336,middle,74.14572276,17.39316484,8.461112395,60,90,30,SL3,0.113681809,1.489215185
Boosen,21,4,462957.613,5804134.928,77.65424347,7765,50.45472336,middle,74.14572276,17.39316484,8.461112395,90,200,110,SL3,0.113681809,1.489215185
Boosen,22,1,462998.1087,5804168.172,82.30429077,8230,50.39431381,middle,72.08857283,22.42058451,5.490842659,0,30,30,SL2,0.88793481,1.369512695
Boosen,22,2,463008.1418,5804170.396,82.30429077,8230,50.39431381,middle,72.55209391,20.91353204,6.534374051,30,60,30,SL2,0.256766121,1.465117023
Boosen,22,3,462984.1715,5804178.614,82.30429077,8230,50.39431381,middle,74.24846399,17.37992341,8.371612596,60,90,30,SL3,0.091509344,1.493095014
Boosen,22,4,463064.7381,5804199.787,82.30429077,8230,50.39431381,middle,74.24846399,17.37992341,8.371612596,90,200,110,SL3,0.091509344,1.493095014
Boosen,23,1,463000.8687,5804140.096,77.32104492,7732,50.27233124,middle,72.78891547,21.56139833,5.649686195,0,30,30,SL2,0.852043522,1.375118099
Boosen,23,2,462980.4164,5804216.628,77.32104492,7732,50.27233124,middle,73.2779956,20.29001165,6.431992744,30,60,30,SL2,0.269266767,1.463766034
Boosen,23,3,463052.3712,5804161.36,77.32104492,7732,50.27233124,middle,73.51521762,17.99712817,8.487654212,60,90,30,SL3,0.099258728,1.491087273
Boosen,23,4,463054.3069,5804165.812,77.32104492,7732,50.27233124,middle,73.51521762,17.99712817,8.487654212,90,200,110,SL3,0.099258728,1.491087273
Boosen,24,1,463048.4599,5804153.164,68.61055756,6861,50.2116127,middle,71.45303898,21.0548582,7.492102818,0,30,30,SL2,0.909358955,1.364915339
Boosen,24,2,463069.8709,5804198.092,68.61055756,6861,50.2116127,middle,71.63407617,19.39560245,8.970321377,30,60,30,SL3,0.239,1.465963109
Boosen,24,3,463085.9462,5804144.359,68.61055756,6861,50.2116127,middle,69.99626363,17.07281368,12.93092269,60,90,30,SL4,0.092,1.486963634
Boosen,24,4,463049.9545,5804217.158,68.61055756,6861,50.2116127,middle,69.99626363,17.07281368,12.93092269,90,200,110,SL4,0.092,1.486963634
Boosen,25,1,463058.7711,5804159.819,63.51987457,6352,50.2636528,middle,70.88761576,20.42260331,8.689780924,0,30,30,SL3,0.907481216,1.364069054
Boosen,25,2,463083.4094,5804154.226,63.51987457,6352,50.2636528,middle,70.98140678,19.13211559,9.88647763,30,60,30,SL3,0.323295981,1.451261036
Boosen,25,3,463066.5473,5804184.453,63.51987457,6352,50.2636528,middle,70.35402094,16.92644057,12.71953848,60,90,30,SL4,0.089622124,1.48778623
Boosen,25,4,463093.9407,5804188.531,63.51987457,6352,50.2636528,middle,70.35402094,16.92644057,12.71953848,90,200,110,SL4,0.089622124,1.48778623
Boosen,26,1,463012.8206,5804179.794,56.05813217,5606,50.37330627,middle,71.00501137,21.31346059,7.681528042,0,30,30,SL3,1.073585642,1.341828347
Boosen,26,2,463026.1584,5804164.757,56.05813217,5606,50.37330627,middle,71.26084412,19.70240062,9.036755264,30,60,30,SL3,0.352644815,1.447247884
Boosen,26,3,463095.4362,5804179.936,56.05813217,5606,50.37330627,middle,69.49834041,17.28127241,13.22038718,60,90,30,SL4,0.298688744,1.452211823
Boosen,26,4,463087.6097,5804155.51,56.05813217,5606,50.37330627,middle,69.49834041,17.28127241,13.22038718,90,200,110,SL4,0.298688744,1.452211823
Boosen,27,1,462948.5303,5804197.873,78.74267578,7874,50.95361328,middle,72.50853829,22.30287326,5.188588455,0,30,30,SL2,0.834395642,1.377625473
Boosen,27,2,462995.6356,5804118.888,78.74267578,7874,50.95361328,middle,73.28313658,20.61865895,6.098204471,30,60,30,SL2,0.609117632,1.410819123
Boosen,27,3,462981.863,5804199.071,78.74267578,7874,50.95361328,middle,75.10451886,15.48703558,9.408445566,60,90,30,SL3,0.16006585,1.481787394
Boosen,27,4,463033.2138,5804148.234,78.74267578,7874,50.95361328,middle,75.10451886,15.48703558,9.408445566,90,200,110,SL3,0.16006585,1.481787394
Boosen,28,1,463022.481,5804120.216,80.45096588,8045,50.88880157,middle,72.52958155,22.17078837,5.299630081,0,30,30,SL2,0.846291127,1.375891529
Boosen,28,2,462976.9471,5804174.24,80.45096588,8045,50.88880157,middle,72.99291092,20.73997635,6.267112735,30,60,30,SL2,0.177411406,1.478690298
Boosen,28,3,462966.2534,5804213.99,80.45096588,8045,50.88880157,middle,75.19271908,15.46146651,9.345814405,60,90,30,SL3,0.113681809,1.489667851
Boosen,28,4,463031.6092,5804215.139,80.45096588,8045,50.88880157,middle,75.19271908,15.46146651,9.345814405,90,200,110,SL3,0.113681809,1.489667851
Boosen,29,1,463008.7841,5804204.183,78.4151535,7842,50.8171196,middle,72.84779516,22.00661062,5.145594229,0,30,30,SL2,0.863797173,1.373761654
Boosen,29,2,462987.8184,5804150.689,78.4151535,7842,50.8171196,middle,73.41560899,20.41010721,6.174283802,30,60,30,SL2,0.235891394,1.469463507
Boosen,29,3,463059.0499,5804176.511,78.4151535,7842,50.8171196,middle,74.91506203,16.44018673,8.644751235,60,90,30,SL3,0.126514826,1.487630233
Boosen,29,4,463066.2969,5804214.579,78.4151535,7842,50.8171196,middle,74.91506203,16.44018673,8.644751235,90,200,110,SL3,0.126514826,1.487630233
Boosen,30,1,463046.4807,5804127.411,77.2399826,7724,50.67379761,middle,72.77422343,21.36724205,5.858534524,0,30,30,SL2,0.873505274,1.371955348
Boosen,30,2,463042.4887,5804168.651,77.2399826,7724,50.67379761,middle,73.32368864,19.88131911,6.794992244,30,60,30,SL2,0.473465502,1.431201639
Boosen,30,3,463039.2593,5804131.753,77.2399826,7724,50.67379761,middle,74.46350476,16.8412363,8.695258933,60,90,30,SL3,0.126256884,1.487255205
Boosen,30,4,463010.3029,5804214.08,77.2399826,7724,50.67379761,middle,74.46350476,16.8412363,8.695258933,90,200,110,SL3,0.126256884,1.487255205
Boosen,31,1,463083.95,5804120.036,71.39003754,7139,50.62340164,middle,70.36348217,21.83464157,7.801876263,0,30,30,SL3,0.917907294,1.362611286
Boosen,31,2,463070.2638,5804184.205,71.39003754,7139,50.62340164,middle,70.58700166,20.13091667,9.282081668,30,60,30,SL3,0.51153048,1.421663922
Boosen,31,3,463026.5848,5804190.679,71.39003754,7139,50.62340164,middle,68.26455152,18.31135657,13.42409191,60,90,30,SL4,0.234863082,1.461413407
Boosen,31,4,463020.3697,5804158.932,71.39003754,7139,50.62340164,middle,68.26455152,18.31135657,13.42409191,90,200,110,SL4,0.234863082,1.461413407
Boosen,32,1,463024.9427,5804140.33,57.36875153,5737,50.65113068,middle,70.88782268,20.37424467,8.73793265,0,30,30,SL3,0.926431891,1.361391486
Boosen,32,2,463065.9424,5804162.564,57.36875153,5737,50.65113068,middle,70.96458393,19.09101284,9.944403226,30,60,30,SL3,0.258377222,1.461714482
Boosen,32,3,463004.5634,5804132.047,57.36875153,5737,50.65113068,middle,70.12812838,17.15681019,12.71506144,60,90,30,SL4,0.099213583,1.485969505
Boosen,32,4,463008.562,5804134.318,57.36875153,5737,50.65113068,middle,70.12812838,17.15681019,12.71506144,90,200,110,SL4,0.099213583,1.485969505
Boosen,33,1,463081.5458,5804119.238,53.16466904,5316,50.69631195,middle,71.64970234,20.5416409,7.80865676,0,30,30,SL3,1.067199273,1.343185713
Boosen,33,2,463072.9761,5804164.493,53.16466904,5316,50.69631195,middle,71.99379865,18.70152699,9.304674364,30,60,30,SL3,0.317021854,1.45344869
Boosen,33,3,463023.7811,5804208.665,53.16466904,5316,50.69631195,middle,71.42730062,16.00731193,12.56538745,60,90,30,SL4,0.144453861,1.479569222
Boosen,33,4,463052.446,5804126.821,53.16466904,5316,50.69631195,middle,71.42730062,16.00731193,12.56538745,90,200,110,SL4,0.144453861,1.479569222
Boosen,34,1,462939.3998,5804114.851,78.55517578,7856,51.4683876,middle,72.68491619,21.98849868,5.326585123,0,30,30,SL2,0.818311201,1.38000656
Boosen,34,2,462960.3023,5804160.731,78.55517578,7856,51.4683876,middle,73.08705463,20.48570289,6.427242485,30,60,30,SL2,0.463817891,1.432683468
Boosen,34,3,462941.8393,5804202.561,78.55517578,7856,51.4683876,middle,74.63142155,16.07393057,9.294647877,60,90,30,SL3,0.129049214,1.486622712
Boosen,34,4,462949.1142,5804125.138,78.55517578,7856,51.4683876,middle,74.63142155,16.07393057,9.294647877,90,200,110,SL3,0.129049214,1.486622712
Boosen,35,1,462950.764,5804183.533,77.97266388,7797,51.42479324,middle,72.36576912,22.54024184,5.093989032,0,30,30,SL2,0.852861496,1.374921253
Boosen,35,2,463028.5211,5804163.54,77.97266388,7797,51.42479324,middle,72.83142508,21.37182554,5.796749382,30,60,30,SL2,0.609117632,1.410582392
Boosen,35,3,463045.2857,5804169.795,77.97266388,7797,51.42479324,middle,74.54706264,17.31606296,8.136874406,60,90,30,SL3,0.16006585,1.481959771
Boosen,35,4,463019.5389,5804202.149,77.97266388,7797,51.42479324,middle,74.54706264,17.31606296,8.136874406,90,200,110,SL3,0.16006585,1.481959771
Boosen,36,1,463047.0721,5804175.661,80.16649628,8017,51.38776398,middle,72.47139053,22.3135208,5.215088673,0,30,30,SL2,0.823339862,1.379158929
Boosen,36,2,463016.0992,5804116.205,80.16649628,8017,51.38776398,middle,73.05205166,21.02230411,5.925644226,30,60,30,SL2,0.235891394,1.469276082
Boosen,36,3,463007.8231,5804154.64,80.16649628,8017,51.38776398,middle,75.18097813,16.21228681,8.606735065,60,90,30,SL3,0.126514826,1.487880866
Boosen,36,4,462985.5509,5804116.185,80.16649628,8017,51.38776398,middle,75.18097813,16.21228681,8.606735065,90,200,110,SL3,0.126514826,1.487880866
Boosen,37,1,463014.8811,5804148.096,80.25174713,8025,51.25824738,middle,71.92438395,21.74599782,6.329618234,0,30,30,SL2,0.861748846,1.3726384
Boosen,37,2,463004.386,5804194.11,80.25174713,8025,51.25824738,middle,72.37458525,20.06822016,7.55719459,30,60,30,SL3,0.51153048,1.424107527
Boosen,37,3,463027.7882,5804115.574,80.25174713,8025,51.25824738,middle,73.80928475,17.43292464,8.757790609,60,90,30,SL3,0.234863082,1.468639795
Boosen,37,4,463055.2762,5804148.206,80.25174713,8025,51.25824738,middle,73.80928475,17.43292464,8.757790609,90,200,110,SL3,0.234863082,1.468639795
Boosen,38,1,462985.8625,5804123.717,79.0839386,7908,51.12939453,middle,72.56381528,21.0504983,6.385686415,0,30,30,SL2,0.864563459,1.372765993
Boosen,38,2,463005.1818,5804112.506,79.0839386,7908,51.12939453,middle,73.21094792,19.25440073,7.534651349,30,60,30,SL3,0.447789429,1.43471451
Boosen,38,3,463024.312,5804165.037,79.0839386,7908,51.12939453,middle,73.78965473,17.53174292,8.678602354,60,90,30,SL3,0.184936562,1.476889128
Boosen,38,4,463036.4252,5804115.317,79.0839386,7908,51.12939453,middle,73.78965473,17.53174292,8.678602354,90,200,110,SL3,0.184936562,1.476889128
Boosen,39,1,463037.7511,5804187.887,68.11598969,6812,51.06424332,middle,71.53029219,20.97175632,7.497951493,0,30,30,SL2,0.908659886,1.365077469
